439078,258801426307.55994 658821788459.6951 987539455958.3712 1262621391154.9915 1732224456425.4692,5176028526.151198 6588217884.596951 9875394559.583712 12626213911.549915 17322244564.254692
650669,12559017417.190058 29506320448.523945 43720048288.87307 55260262541.6094 72850450734.26996,251180348.34380117 295063204.48523945 437200482.8887307 552602625.416094 728504507.3426996
507667,5432222006.320335 19975938530.813484 43611431143.06256 65657660003.953804 101140473890.72484,108644440.12640671 199759385.30813485 436114311.4306256 656576600.039538 1011404738.9072484
579809,16849309832.370058 54622870134.37886 98238176418.10992 136239178360.44476 196439150869.773,336986196.64740115 546228701.3437886 982381764.1810993 1362391783.6044476 1964391508.69773
367141,4809560428.258269 19135941777.04668 40557918218.18129 61416969438.49458 94229347365.35051,96191208.56516539 191359417.7704668 405579182.1818129 614169694.3849459 942293473.6535051
268909,3011590230.519442 24630520520.660583 77789677432.1629 134518603874.28113 236087952313.11197,60231804.610388845 246305205.20660585 777896774.321629 1345186038.7428112 2360879523.1311197
574735,10569055692.312904 46523210563.96334 100137373252.6276 145654257887.8318 216930994940.6092,211381113.8462581 465232105.6396334 1001373732.526276 1456542578.8783178 2169309949.406092
350852,36368985454.87331 74696847296.26045 93056195116.78069 106325138338.79446 129530924452.56671,727379709.0974661 746968472.9626045 930561951.1678069 1063251383.3879447 1295309244.5256672
575001,33200441331.336502 109346462483.2986 199220643150.8544 270306596704.8141 377586142745.9084,664008826.6267301 1093464624.832986 1992206431.508544 2703065967.048141 3775861427.459084
83307,35924179800.71332 91651773894.55411 148296382206.3435 196659768124.30423 275283041788.7801,718483596.0142664 916517738.9455411 1482963822.063435 1966597681.2430422 2752830417.887801
254113,28315468593.921032 159903811723.3488 436788403305.36505 725650694040.3844 1232810942042.0112,566309371.8784206 1599038117.2334878 4367884033.053651 7256506940.403844 12328109420.420113
451179,15817637434.537397 111373142453.72163 315287672735.68066 511584162018.9519 846471081307.4548,316352748.690748 1113731424.5372164 3152876727.3568068 5115841620.189519 8464710813.074549
612974,9176198045.49423 34717937374.24723 74202481694.35558 109301923330.84839 166686774365.51767,183523960.9098846 347179373.7424723 742024816.9435557 1093019233.3084838 1666867743.6551766
388428,28919021287.800972 195308620024.07654 533521234762.7621 848218032552.6998 1377139603355.805,578380425.7560195 1953086200.2407653 5335212347.627621 8482180325.5269985 13771396033.55805
31346,151398002808.31604 765052110568.1674 1646929384215.0642 2272312895078.403 3226983548455.4473,3027960056.166321 7650521105.681674 16469293842.150642 22723128950.784027 32269835484.554474
653641,24334219635.704678 48429853144.02793 59681470860.81002 67081602749.41715 79232960092.30127,486684392.71409357 484298531.4402793 596814708.6081002 670816027.4941715 792329600.9230127
493634,6780602389.274808 42158084277.59195 109173490954.15471 171552300995.70316 276231189596.9076,135612047.78549618 421580842.7759195 1091734909.541547 1715523009.9570315 2762311895.969076
369546,59806333391.2597 323440410730.88367 739739457475.4624 1059622774403.3058 1552100233550.9824,1196126667.825194 3234404107.308837 7397394574.754624 10596227744.033058 15521002335.509825
510323,49168928876.583435 205718250919.15652 399327822723.42084 542496521981.4215 763700682517.7477,983378577.5316687 2057182509.1915653 3993278227.2342086 5424965219.814216 7637006825.177477
393338,362163535109.8106 738479899269.0192 951135671369.3888 1094985326509.7479 1343420059681.3862,7243270702.196213 7384798992.690192 9511356713.693888 10949853265.097479 13434200596.813862
237961,662773728.9373678 3567222087.935185 8884452326.424541 13698402350.053782 20709740658.58989,13255474.578747356 35672220.87935185 88844523.26424542 136984023.5005378 207097406.5858989
265942,868242717.5421927 6170756885.342097 18515768500.517326 31562205620.012505 54273803911.158035,17364854.350843854 61707568.85342097 185157685.00517327 315622056.20012504 542738039.1115804
626558,6674530416.160287 21345985293.674416 40450013636.44197 58003841225.70523 85360725748.46143,133490608.32320574 213459852.93674415 404500136.3644197 580038412.2570523 853607257.4846143
226229,575405034.8696628 3239223460.701233 8256518704.45873 12859553077.371916 19703798553.638966,11508100.697393255 32392234.60701233 82565187.0445873 128595530.77371916 197037985.53638965
316036,792481085.8164463 4433083006.014327 11059541318.287687 16945357564.099697 25764640681.440487,15849621.716328926 44330830.06014327 110595413.18287687 169453575.64099696 257646406.81440488
550879,17926165967.194225 42032762378.11293 61377334065.41649 75811970392.2862 95704197213.99129,358523319.3438845 420327623.7811293 613773340.6541649 758119703.9228619 957041972.1399128
241160,11787360387.007181 40124610062.6639 80425314907.93388 119305217048.76399 182687809922.6308,235747207.74014363 401246100.626639 804253149.0793389 1193052170.48764 1826878099.226308
144012,533527184.49765533 3382087420.7589073 8435789589.721408 12610776669.807728 19459725778.78655,10670543.689953107 33820874.207589075 84357895.89721408 126107766.69807728 194597257.7878655
456635,6780071103.791333 18900458072.479042 30068538394.437428 39248150660.027664 52961833078.25995,135601422.07582667 189004580.72479042 300685383.94437426 392481506.60027665 529618330.7825995
582170,46632035578.25764 102090859041.00867 158020660148.4394 201770771471.327 270878687267.44455,932640711.5651528 1020908590.4100866 1580206601.4843938 2017707714.71327 2708786872.6744456
636688,3624462510.8455415 12297564277.081217 23794201127.957787 33944994282.292484 49495539484.40855,72489250.21691082 122975642.77081217 237942011.27957788 339449942.82292485 494955394.84408545
687142,4425742194.509519 14432183579.698763 25192260817.787804 32588492806.179592 42781323040.65645,88514843.89019038 144321835.79698762 251922608.17787805 325884928.06179595 427813230.4065645
497450,21627604801.034847 131478903281.5211 332688637263.52234 505906875324.30005 786725554518.2646,432552096.02069694 1314789032.815211 3326886372.6352234 5059068753.243001 7867255545.182647
586663,40131449828.000565 106902098953.3623 158383759993.18225 196029323089.60822 254130236973.7775,802628996.5600113 1069020989.5336231 1583837599.9318225 1960293230.8960822 2541302369.737775
532829,6394126833.325794 20256231502.809696 37972364507.39593 53836912282.66013 78815768751.92207,127882536.66651589 202562315.02809697 379723645.0739593 538369122.8266014 788157687.5192207
476944,27077985670.580162 90396758940.61826 174172406145.27463 245863234086.32217 359340856983.0597,541559713.4116032 903967589.4061825 1741724061.4527464 2458632340.8632216 3593408569.830597
591604,9434567653.779547 36321911825.51303 81903685792.11267 125410616267.02408 196392811976.3844,188691353.07559094 363219118.2551303 819036857.9211267 1254106162.6702409 1963928119.763844
508328,23239944780.930668 60142792129.13904 94251902272.2081 124466178605.39479 171164533219.96155,464798895.61861336 601427921.2913904 942519022.7220811 1244661786.053948 1711645332.1996155
398409,1291571823.6288364 6295013466.563913 13857129594.34389 19700826483.93165 27902980409.13387,25831436.47257673 62950134.66563913 138571295.9434389 197008264.8393165 279029804.0913387
511542,35213858913.252 146499707471.99362 305713576748.98816 442939005424.0354 663435599592.4763,704277178.26504 1464997074.7199361 3057135767.4898815 4429390054.240355 6634355995.924764
586294,13418932586.327173 37146928859.30801 63071771624.99966 86099558899.15048 123063143476.49463,268378651.72654346 371469288.59308004 630717716.2499965 860995588.9915048 1230631434.7649462
582750,34613338864.18065 85749094596.60469 130876189671.02188 166065385695.42755 222355599669.13516,692266777.283613 857490945.9660469 1308761896.710219 1660653856.9542756 2223555996.691352
515177,133495937103.60016 309555696949.71765 446638269399.98773 549463824400.1119 716828765289.6737,2669918742.0720034 3095556969.4971766 4466382693.999877 5494638244.001119 7168287652.896737
358276,15331960629.518549 48024110729.41251 80906990833.5561 105932748920.7846 141570456287.67957,306639212.590371 480241107.29412514 809069908.335561 1059327489.207846 1415704562.8767958
507984,72937208886.27852 226122426397.8665 397456743695.1862 534995780889.301 751664290188.0366,1458744177.7255704 2261224263.978665 3974567436.9518623 5349957808.89301 7516642901.880366
276261,18923762983.45268 51117294388.39457 75537768193.69347 94560044349.07693 127881980254.50197,378475259.66905355 511172943.8839457 755377681.9369347 945600443.4907694 1278819802.5450196
52669,5412437939.4242735 29848291127.34603 72596843947.16226 109335697690.4365 167539834923.21838,108248758.78848547 298482911.2734603 725968439.4716226 1093356976.904365 1675398349.232184
17374,1300939926.4888167 7399794804.588819 18227983287.57639 27464980857.72812 41768565645.85244,26018798.529776335 73997948.04588819 182279832.8757639 274649808.5772812 417685656.4585244
431988,7190999611.888547 30757340011.684147 62851460867.73164 90638077269.09198 133366716218.71141,143819992.23777094 307573400.1168415 628514608.6773164 906380772.6909199 1333667162.1871142
579311,18418195561.98496 54371963712.315475 85298852813.20412 107655217432.16211 140332903320.63556,368363911.2396992 543719637.1231548 852988528.1320412 1076552174.3216212 1403329033.2063556
595763,9493776630.599842 31224706778.532448 57746670192.487144 81301911002.11916 118403645084.52414,189875532.61199686 312247067.7853245 577466701.9248714 813019110.0211916 1184036450.8452413
502123,8359114560.47594 23699312264.885975 37686883296.55718 48641947430.89982 65667090930.29986,167182291.2095188 236993122.64885974 376868832.9655718 486419474.30899817 656670909.3029985
369153,29082279942.00819 101135682006.143 211356435895.74878 311441962921.5689 479269709907.18414,581645598.8401638 1011356820.0614301 2113564358.9574878 3114419629.215689 4792697099.071841
227599,3087885239.080969 14933216879.888521 32323189901.125366 45301834789.90806 63537237306.49907,61757704.78161938 149332168.79888523 323231899.01125365 453018347.8990806 635372373.0649908
582489,11318340403.924456 46354251307.644455 93217466773.02081 127919059867.62283 178014037464.47717,226366808.07848912 463542513.07644457 932174667.7302082 1279190598.6762283 1780140374.6447718
271729,63091990712.063194 497597199520.2476 1563829317388.478 2700991987954.3535 4750094207983.362,1261839814.2412639 4975971995.2024765 15638293173.88478 27009919879.543537 47500942079.833626
114448,1612816777.9643295 7971421747.237031 17919270912.64584 25764530495.209133 37034975878.18767,32256335.55928659 79714217.47237031 179192709.1264584 257645304.95209134 370349758.7818767
623493,7155425442.775878 24199019214.7199 46870868489.125694 68206999997.16457 102619209234.88098,143108508.85551757 241990192.14719898 468708684.8912569 682069999.9716457 1026192092.3488098
617187,2357816617.3841143 10257330214.951782 21355121821.881 31760167688.115715 47513921763.9866,47156332.34768229 102573302.14951782 213551218.21881002 317601676.88115716 475139217.63986605
424910,28501812935.19233 191185437674.975 527725289322.45044 848233231903.841 1389768088709.907,570036258.7038466 1911854376.7497501 5277252893.224504 8482332319.038409 13897680887.09907
